country,theme,level,dataset name,item,title,description
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_humanitarian_locations_20240711.xlsx,Excel file shows the different admin boundaries and humanitarian location in different sheets
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admin_20240711.gdb.zip,Geodatabase file contains the whole new humanitarian location with the newly added communities
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admin_shp_utf8_20240711.zip,A zip file containing one shapefile for each level in the administrative division hierarchy. Suitable for use in most GIS desktop software.
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_adm_unocha.zip,"GeoJSON files containing the administrative divisions 0, 1, 2 and 3. Suitable for use in many GIS desktop softwares and web-based GIS applications."
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admin_shp_utf8_20230124.zip,Shapefile ontains the  whole new humanitarian location with the newly added communities
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admin_20230124.gdb.zip,Geodatabase file contains the  whole new humanitarian location with the newly added communities
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_humanitarian_locations_20230124.xlsx,Excel file shows the different admin boundaries and humanitarian location in different sheets
SYR,AB,cod-enhanced,cod-ab-syr,resource,SYR Administrative Divisions Shapefiles.zip,A zip file containing one shapefile for each level in the administrative division hierarchy. Suitable for use in most GIS desktop software.
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admbnda_uncs_unocha_20201217.zip,syr_humanitarian_locations_unocha_in a shapefile format
SYR,AB,cod-enhanced,cod-ab-syr,resource,SYR Administrative Divisions Geodatabase.zip,A zip file containing the administrative divisions as a file geodatabase. Suitable for use in ESRI desktop GIS software or other applications that support file geodatabase.
SYR,AB,cod-enhanced,cod-ab-syr,resource,SYR Administrative Divisions EMF.zip,A zip file containing one EMF for each level in the administrative division hierarchy. Suitable for use in documents supporting EMF graphics.
SYR,AB,cod-enhanced,cod-ab-syr,resource,30-seconds survey,
SYR,AB,cod-enhanced,cod-ab-syr,resource,SYR_AdminBoundaries_TabularData.xlsx,"An Excel gazetteer file containing one sheet for each administrative division level, listing the names, alternate names, p-codes and any available mapping to other coding systems."
SYR,AB,cod-enhanced,cod-ab-syr,resource,SYR_PopulatedPlaces_TabularData.xlsx,"Syria populated places (""administrative level 4"") gazetteer"
SYR,AB,cod-enhanced,cod-ab-syr,resource,SYR_PopulatedPlaces_candidate.gdb.zip,"Syria populated places (""administrative level 4"") geodatabase"
SYR,AB,cod-enhanced,cod-ab-syr,resource,COD_External/SYR_AR (MapServer),"This map service contains OCHA Common Operational Datasets for Syria in Arabic: Administrative Boundaries, Populated Places and Urban Areas.  The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
SYR,AB,cod-enhanced,cod-ab-syr,resource,COD_External/SYR_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Syria: Administrative Boundaries, Populated Places and Urban Areas.  The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
SYR,AB,cod-enhanced,cod-ab-syr,resource,COD_External/SYR_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Syria. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/SYR_EN/MapServer. The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
SYR,AB,cod-enhanced,cod-ab-syr,resource,COD_External/SYR_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Syria. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/SYR_EN/MapServer. The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_humanitarian_locations_20240711.xlsx,Excel file shows the different admin boundaries and humanitarian location in different sheets
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admin_20240711.gdb.zip,Geodatabase file contains the whole new humanitarian location with the newly added communities
SYR,AB,cod-enhanced,cod-ab-syr,resource,syr_admin_shp_utf8_20240711.zip,Shapefile contains the whole new humanitarian location with the newly added communities
SSD,AB,cod-enhanced,cod-ab-ssd,dataset,South Sudan - Subnational Administrative Boundaries,"South Sudan administrative level 0-3 boundaries

This dataset was updated in August 2023 to reflect the adjustment of the ""Namutina"" (formerly [SS100902]) ADM3 feature from the ""Tambura' [SS1009] ADM2 feature to the ""Nagero"" [SS1007] ADM2 feature.  The ""Namutina"" P-code is changed from [SS100902] (which has been retired) to [SS100702].  The ADM2 layer is therefore also changed.  All affected changes are in the ""Western Equatoria"" [SS10] ADM1 feature and so the ADM0 and ADM0 layers remain unaltered although the lines layer has been updated.

The current live geoservices do NOT reflect this change.

Vetting provided by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.  Live services to be provided shortly.

These layers were updated on 20 December 2022.  The Abyei region was re-coded to SS00.

This administrative boundaries Common Operational Database (COD-AB) was endorsed by the South Sudan Inter Cluster Coordinating Group (ICCG) and Humanitarian Country Team (HCT) on August 14, 2018.

These boundary files are suitable for database or GIS linkage to the [South Sudan - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-ssd) tables available on HDX using the ADM0, ADM1, and ADM2_PCODE fields.

The lines layer (""ssd_admbndl_ALL_2022"") has the following special features, with specific admLevel coding as follows:

admLevel 79:   That part of the Abyei region boundary that borders the rest of South Sudan.  (Abyei region is not included in the polygon layers.)

admLevel 78:   That part of the Abyei region boundary that borders Sudan.

admLevel 77:   The remainder of the boundary between South Sudan and Sudan.

admLevel 76:   The northern  boundary of the disputed area known as the Ilemi Triangle between South Sudan and Kenya.  (This line is not a boundary of any administrative polygon.)


United Nations users are advised that the following caveats (in addition to the standard caveats) should be applied to maps of Sudan and South Sudan:

English:  Final boundary between the Republic of Sudan and the Republic of South Sudan has not yet been determined.

French:  Le tracé définitif de la frontière entre la République du Soudan et la République du Soudan du Sud n’a pas encore été défini.

Spanish:  Las fronteras definitivas entre la República del Sudán y la República de Sudán del Sur no se han determinado todavía.

Arabic:  لم تتقرر بعد الحدود النهائية بين جمهورية السودان وجمهورية جنوب السودان.

Chinese:  苏丹共和国和南苏丹共和国之间的最终边界尚未确定

Russian:  Окончательная граница между Республикой Судан и Республикой Южный Судан до сих пор не определена.



And for the Abyei region:

English:  Final status of the Abyei area is not yet determined.

French:  Le statut définitif de la zone d’Abyei n’est pas encore déterminé.

Spanish:  Todavía no se ha determinado el estatuto definitive de la zona de Abyei.

Arabic:  لم يتقرر بعد الوضع النهائي لمنطقة أبيي.

Chinese:  阿卜耶伊地区的最终地位尚未确定

Russian:  Окончательный статус Абьея до сих пор не определен."
SSD,AB,cod-enhanced,cod-ab-ssd,resource,SSD_AdminBoundaries_TabularData.xlsx,South Sudan administrative level 0-3 gazetteer
SSD,AB,cod-enhanced,cod-ab-ssd,resource,ssd_admbnda_imwg_nbs_20230829_SHP.zip,South Sudan administrative level 0-3 boundary shapefiles
SSD,AB,cod-enhanced,cod-ab-ssd,resource,SSD_AdminBoundaries_candidate.gdb.zip,South Sudan administrative level 0-3 boundary lines geodatabase
SSD,AB,cod-enhanced,cod-ab-ssd,resource,ssd_admbnda_imwg_nbs_20230829_EMF.zip,South Sudan administrative level 0-3 EMF files
SSD,AB,cod-enhanced,cod-ab-ssd,resource,COD_External/SSD_EN (MapServer),"This map service contains OCHA Common Operational Datasets for South Sudan: Administrative Boundaries.  The service is available as ESRI Map, WMS, and KML Services."
SSD,AB,cod-enhanced,cod-ab-ssd,resource,COD_External/SSD_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for South Sudan. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/SSD_EN/MapServer.  The service also provides feature access to Administrative Boundaries geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.  
"
SSD,AB,cod-enhanced,cod-ab-ssd,resource,COD_External/SSD_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for South Sudan. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/SSD_EN/MapServer.  The service also provides feature access to Administrative Boundaries geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.  
"
IRQ,AB,cod-enhanced,cod-ab-irq,dataset,Iraq - Subnational Administrative Boundaries,"Iraq administrative level 0 (country), 1 (governorate), 2 (district), and 3 (sub-district) boundary shapefiles, geodatabase, EMF files, and gazetteer

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

The administrative level 0-1 layers are suitable for database or GIS linkage to the [Iraq - Subnational Population Statistics
](https://data.humdata.org/dataset/cod-ps-irq) tables."
IRQ,AB,cod-enhanced,cod-ab-irq,resource,IRQ_AdminBoundaries_TabularData.xlsx,"An Excel gazetteer file containing one sheet for each administrative division level, listing the names, alternate names, p-codes and any available mapping to other coding systems."
IRQ,AB,cod-enhanced,cod-ab-irq,resource,IRQ Administrative Divisions Shapefiles.zip,A zip file containing one shapefile for each level in the administrative division hierarchy. Suitable for use in most GIS desktop software.
IRQ,AB,cod-enhanced,cod-ab-irq,resource,IRQ Administrative Divisions Geodatabase.zip,A zip file containing the administrative divisions as a file geodatabase. Suitable for use in ESRI desktop GIS software or other applications that support file geodatabase.
IRQ,AB,cod-enhanced,cod-ab-irq,resource,IRQ Administrative Divisions EMF.zip,A zip file containing one EMF for each level in the administrative division hierarchy. Suitable for use in documents supporting EMF graphics.
IRQ,AB,cod-enhanced,cod-ab-irq,resource,COD_External/IRQ_AR (MapServer),"This map service contains OCHA Common Operational Datasets for Iraq in Arabic: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
IRQ,AB,cod-enhanced,cod-ab-irq,resource,COD_External/IRQ_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Iraq: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
IRQ,AB,cod-enhanced,cod-ab-irq,resource,COD_External/IRQ_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Iraq. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/IRQ_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
IRQ,AB,cod-enhanced,cod-ab-irq,resource,COD_External/IRQ_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Iraq. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/IRQ_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
PSE,AB,cod-enhanced,cod-ab-pse,dataset,State of Palestine - Subnational Administrative Boundaries,"SPECIAL NOTE:  The geoservices for this dataset do not yet have the lines modification described below.  (The shapefiles and geodatabase do.)  They will be updated in the week of 2023_10_22.

The lines layer in this database facilitate conformity to the UN Geocarto cartographic rules.   The following 'admLevel' lines may be used to control the required specific symbology:

admLevel 88:  (optional) no man's land limit
admLevel 85:  border between Gaza Strip and Israel
admLevel 88:  border between West Bank and Israel
admLevel 99:  shoreline (Gaza Strip, Dead Sea)
admLevel 0:  conventional international border (Egypt)
admLevel 2:  governorate borders


Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID


These boundaries are suitable for database or GIS linkage to the [State of Palestine - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-pse) tables.
"
PSE,AB,cod-enhanced,cod-ab-pse,resource,PSE_AdminBoundaries_TabularData.xlsx,State of Palestine administrative level 0-2 gazetteer
PSE,AB,cod-enhanced,cod-ab-pse,resource,pse_adm_pamop_20231019_SHP.zip,State of Palestine administrative level 0-2 shapefiles
PSE,AB,cod-enhanced,cod-ab-pse,resource,pse_adm_pamop_20231019_GDB.gdb.zip,State of Palestine administrative level 0-2 geodatabase
PSE,AB,cod-enhanced,cod-ab-pse,resource,pse_adm_pamop_20231019_EMF.zip,State of Palestine administrative level 0-2 EMF files
PSE,AB,cod-enhanced,cod-ab-pse,resource,COD_External/PSE_EN (MapServer),"This map service contains OCHA Common Operational Datasets for the State of Palestine: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
PSE,AB,cod-enhanced,cod-ab-pse,resource,COD_External/PSE_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for the State of Palestine. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/PSE_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
PSE,AB,cod-enhanced,cod-ab-pse,resource,COD_External/PSE_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for the State of Palestine. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/PSE_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services"
ARM,PS,cod-enhanced,cod-ps-arm,dataset,Armenia - Subnational Population Statistics,"Armenia administrative level 0-1 projected 2022 population statistics

REFERENCE YEAR:  2021

These tables are suitable for database or GIS linkage to the [Armenia - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-arm) and the [Armenia - Subnational Edge-matched Administrative Boundaries](https://data.humdata.org/dataset/cod-em-arm) using the ADM0_ and ADM1_PCODE fields.
"
ARM,PS,cod-enhanced,cod-ps-arm,resource,arm_gazetteer_2019.xlsx,Armenia administrative level 0-3 gazetteer
ARM,PS,cod-enhanced,cod-ps-arm,resource,arm_admpop_2021.xlsx,Armenia administrative level 0-1 sex and age disaggregated 2021 population statistics
ARM,PS,cod-enhanced,cod-ps-arm,resource,arm_admpop_adm0_2021.csv,Armenia administrative level 0 sex and age disaggregated 2021 population statistics
ARM,PS,cod-enhanced,cod-ps-arm,resource,arm_admpop_adm1_2021.csv,Armenia administrative level 1 sex and age disaggregated 2021 population statistics
ARM,PS,cod-enhanced,cod-ps-arm,resource,ARM admin 0 population,Armenia administrative level 0 2021 population statistics
ARM,PS,cod-enhanced,cod-ps-arm,resource,ARM admin 1 population,Armenia administrative level 1 2021 population statistics
HTI,AB,cod-enhanced,cod-ab-hti,dataset,Haiti - Subnational Administrative Boundaries,"Administrative boundary, administrative level 0 (national), level 1 (department),  level 2 (commune),  and level 3 (section communale).
Notice! The boundaries and names shown and the designations used on these shapefiles  do not imply official endorsement or acceptance by the United Nations.

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

The 'AdminLevel' field categorizes the lines AdminLevel 0: coastlines AdminLevel 1: lines between administrative level 1 polygons AdminLevel 2: lines between administrative level 2 polygons within the same administrative level 1 polygon AdminLevel 3: lines between administrative level 3 polygons within the same administrative level 2 polygon AdminLevel 99: international borders

The administrative level 1 and 2 layers are suitable for database or GIS linkage to the [Haiti - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-hti) tables using the ADM1 and ADM2_PCODE fields."
HTI,AB,cod-enhanced,cod-ab-hti,resource,hti_adm_cnigs_20181129_EMF.zip,"Haiti administrative level 0 (national), level 1 (department), level 2 (commune), and level 3 (section communale) boundary EMF files"
HTI,AB,cod-enhanced,cod-ab-hti,resource,HTI_AdminBoundaries_TabularData.xlsx,"Administrative level 0 (national), level 1 (department), level 2 (commune), and level 3 (sections communale) boundary attribute tables"
HTI,AB,cod-enhanced,cod-ab-hti,resource,HTI_AdminBoundaries_candidate.gdb.zip,"Haiti administrative level 0 (national), level 1 (department), level 2 (commune), and level 3 (section communale) boundary polygon, line, and point geodatabase"
HTI,AB,cod-enhanced,cod-ab-hti,resource,hti_adm_cnigs_20181129.zip,"Haiti administrative level 0 (national), level 1 (department), level 2 (commune), and level 3 (section communale) boundary polygon, line, and point  shapefiles"
HTI,AB,cod-enhanced,cod-ab-hti,resource,COD_External/HTI_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Haiti: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
HTI,AB,cod-enhanced,cod-ab-hti,resource,COD_External/HTI_FR (MapServer),"This map service contains OCHA Common Operational Datasets for Haiti in French: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
HTI,AB,cod-enhanced,cod-ab-hti,resource,COD_External/HTI_HT (MapServer),"This map service contains OCHA Common Operational Datasets for Haiti in Creole: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
HTI,AB,cod-enhanced,cod-ab-hti,resource,COD_External/HTI_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Haiti. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/HTI_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
HTI,AB,cod-enhanced,cod-ab-hti,resource,COD_External/HTI_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Haiti. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/HTI_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy.  The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services."
PHL,AB,cod-enhanced,cod-ab-phl,dataset,Philippines - Subnational Administrative Boundaries,"Philippines administrative level 0-4 shapefiles

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

OCHA acknowledges PSA and the National Mapping and Resource Information Authority (NAMRIA) as the sources.  LMB is the source of official administrative boundaries of the Philippines. In the absence of available official administrative boundary, the IMTWG have agreed to clean and use the PSA administrative boundaries which are used to facilitate data collection of surveys and censuses. The dataset can only be considered as indicative boundaries and not official.
Its updated to reflect the new areas within BARMM; It uses the new 10-digit pcode consistent with government PSGC as of 2023.
These shapefiles are suitable for database or ArcGIS joins to the [Philippines - 2020 Census Admin4 Population Statistics] (https://data.humdata.org/dataset/popn-single-year-age-sex-and-barangay-census-2020) and [ Philippines - Admin 2 Population projections using 2015 population] (https://data.humdata.org/dataset/cod-ps-phl)."
PHL,AB,cod-enhanced,cod-ab-phl,resource,PHL_AdminBoundaries_TabularData.xlsx,Philippines administrative level 0-4 gazetteer
PHL,AB,cod-enhanced,cod-ab-phl,resource,phl_adm_psa_namria_20231106_GDB.gdb.zip,Philippines administrative level 0-4 geodatabase
PHL,AB,cod-enhanced,cod-ab-phl,resource,phl_adm_psa_namria_20231106_SHP.zip,Philippines administrative level 0-4 shapefiles
PHL,AB,cod-enhanced,cod-ab-phl,resource,phl_adm_psa_namria_20231106_EMF.zip,Philippines administrative level 0-4 EMF files
PHL,AB,cod-enhanced,cod-ab-phl,resource,COD_External/PHL_EN (MapServer),"This map service contains OCHA Common Operational Datasets for the Philippines: Administrative Boundaries.  The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,COD_External/PHL_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for the Philippines: Administrative Boundaries. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/PHL_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.  See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,COD_External/PHL_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for the Philippines: Administrative Boundaries. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/PHL_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.  See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,V00_0/PHL_EN (MapServer),"This map service contains a previous version of the OCHA Common Operational Datasets for the Philippines: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,V00_0/PHL_pcode (FeatureServer)," PHL_pcode - Common Operational Dataset - Administrative Boundaries. This service is intended as a labelling layer for PCODES from a previous version of OCHA's Common Operational Datasets for the Philippines: Administrative Boundaries. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/PHL_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,V00_0/PHL_pcode (MapServer),"PHL_pcode - Common Operational Dataset - Administrative Boundaries. This service is intended as a labelling layer for PCODES from a previous version of OCHA's Common Operational Datasets for the Philippines: Administrative Boundaries. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/PHL_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,V1_00/PHL_EN (MapServer),"This map service contains a previous version of OCHA Common Operational Datasets for the Philippines: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
PHL,AB,cod-enhanced,cod-ab-phl,resource,V1_00/PHL_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from a previous version of OCHA's Common Operational Datasets for the Philippines: Administrative Boundaries. As a map service it is intended to be used in conjunction with the basemap located at http://gistmaps.itos.uga.edu/arcgis/rest/services/COD_External/PHL_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services. See the OCHA COD/FOD terms of use for access and use constraints."
TCD,AB,cod-enhanced,cod-ab-tcd,dataset,Chad - Subnational Administrative Boundaries,"Administrative boundaries for Chad.

Level 0 : Country
Level 1 : Regions 
Level 2 : Departements
Level 3 : Sous préfectures (tabular data available for the entire country, shapefile available only for the Lac region) 

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

All admin datasets have been endorsed by the AIMWG on the 11 May 2017.

These boundaries are suitable for database or GIS linkage to the [Chad - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-tcd) tables."
TCD,AB,cod-enhanced,cod-ab-tcd,resource,TCD_AdminBoundaries_TabularData.xlsx,"Official list for Admin0, Admin1, Admin2 and Admin3 with pcodes"
TCD,AB,cod-enhanced,cod-ab-tcd,resource,TCD_PopulatedPlaces_TabularData_201608.xlsx,"Official list for capital cities for levels for each level (0 to 3) with pcodes.
"
TCD,AB,cod-enhanced,cod-ab-tcd,resource,tcd_admbnda_adm0_ocha.zip,Chad - Shapefile of admin 0 boundaries with pcodes
TCD,AB,cod-enhanced,cod-ab-tcd,resource,tcd_admbnda_adm1_ocha.zip,Chad - Shapefile of admin 1 boundaries with pcodes
TCD,AB,cod-enhanced,cod-ab-tcd,resource,tcd_admbnda_adm2_ocha_20170615.zip,Chad - Shapefile of admin 2 boundaries with pcodes
TCD,AB,cod-enhanced,cod-ab-tcd,resource,tcd_a_admbnd_adm3_ocha.zip,Chad - Shapefile of admin 3 boundaries with pcodes (Lac region only)
TCD,AB,cod-enhanced,cod-ab-tcd,resource,All data available through the Chad geodatabase,"Link to the main geodatabase for Chad which integrates all geospatial, tabular and statistics data by thematic."
TCD,AB,cod-enhanced,cod-ab-tcd,resource,tcd_adm_ocha_EMF.zip,Chat administrative level 0-2 EMF files
TCD,AB,cod-enhanced,cod-ab-tcd,resource,COD_External/TCD_FR (MapServer),"This map service contains OCHA Common Operational Datasets for Tchad: Administrative Boundaries and  Populated Places.  The service is available as ESRI Map,WMS, and KML Services."
TCD,AB,cod-enhanced,cod-ab-tcd,resource,COD_External/TCD_pcode (FeatureServer),"TCD_pcode - Common Operational Dataset - Administrative Boundaries. This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Tchad. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/TCD_FR/MapServer. The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.
"
TCD,AB,cod-enhanced,cod-ab-tcd,resource,COD_External/TCD_pcode (MapServer),"TCD_pcode - Common Operational Dataset - Administrative Boundaries. This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Tchad. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/TCD_FR/MapServer. The service also provides feature access to Administrative Boundaries and Populated Places geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services.
"
GIN,AB,cod-enhanced,cod-ab-gin,dataset,Guinea - Subnational Administrative Boundaries,"Definitive and edge-matched administrative boundaries.

Admin COD datasets for Guinea endorsed by Dakar IMWG in august 2017 ; 
The dataset represents Admin Level 0 (country), Admin Level 1 (regions), Admin Level 2 (prefectures), and  Admin level 3 (sub-prefectures).

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.

Edge-matched versions prepared by ITOS to conform to the United Nations Geospatial Hub_ 1:1m boundary layer.

The shapefiles are suitable for database or ArcGIS joins to the .csv population statistics files found on HDX [here](https://data.humdata.org/dataset/cod-ps-gin) using the 'admin*X*Pc_1' fields."
GIN,AB,cod-enhanced,cod-ab-gin,resource,GIN_AdminBoundaries_TabularData.xlsx,Excel file with all admin boundaries level and metadata
GIN,AB,cod-enhanced,cod-ab-gin,resource,gin_admbnda_ocha_FIS.zip,Guinea administrative level 0-3 boundary shapefiles
GIN,AB,cod-enhanced,cod-ab-gin,resource,gin_admbnda_ocha_EMF.zip,Guinea administrative level 0-3 boundary EMF files
GIN,AB,cod-enhanced,cod-ab-gin,resource,gin_admbnda_adm4_2021_ocha.zip,Guinea administrative level 4 shapefile for the five administrative level 3 features comprising Conakry  - P-coded to conform but not spatially nesting into the ADM0-3 resources in this dataset.  This resource supplements the administrative 0-3 resources which are unaltered.  See caveats.
GIN,AB,cod-enhanced,cod-ab-gin,resource,GIN_AdminBoundaries_candidate.gdb.zip,Guinea administrative level 0-3 boundary geodatabase
